long,short,net,total,imbalance
1.0252113439034076,1.6201320072133,-0.5949206633098925,2.6453433511167077,-0.22489355230909897
1.3409818100340658,1.4777190282418928,-0.13673721820782703,2.8187008382759586,-0.04851072393034144
1.8513074697066543,1.4963832029179542,0.35492426678870004,3.3476906726246085,0.10602062779905451
2.178015732126852,1.418327819268029,0.7596879128588228,3.596343551394881,0.21123897147261406
2.1219797884827614,1.1435263256638706,0.9784534628188908,3.265506114146632,0.29963302122758023
2.1564373218840984,1.1987778415607124,0.957659480323386,3.355215163444811,0.28542416318247493
2.1499907414125516,1.4475936839098438,0.7023970575027079,3.5975844253223954,0.19524129928924822
1.7610625609235342,1.4858992228719359,0.2751633380515983,3.24696178379547,0.08474486500729668
1.2956787649325605,1.5151187281440173,-0.21943996321145676,2.810797493076578,-0.07807035681224662
1.0336040362627443,1.6939207445068263,-0.660316708244082,2.7275247807695706,-0.242093752144673
1.3470823341261138,2.28660722787437,-0.9395248937482563,3.633689562000484,-0.2585594827839427
1.4973223869389187,2.4860270051255924,-0.9887046181866737,3.983349392064511,-0.24820936374708588
1.413663950297689,2.2094789201116356,-0.7958149698139465,3.6231428704093247,-0.21964769214967206
1.1354528941539286,1.543534955967317,-0.40808206181338846,2.6789878501212456,-0.15232695504569738
1.2860273418988157,1.2064637746202749,0.07956356727854086,2.4924911165190906,0.031921304253094404
1.9990065643293633,1.4512773041050906,0.5477292602242727,3.450283868434454,0.15874904242960208
2.3656397936082243,1.4838480660668978,0.8817917275413265,3.849487859675122,0.229067283671274
2.2888183486174967,1.2888575222228695,0.9999608263946271,3.577675870840366,0.2795001175329348
1.915291867939402,1.0419872278458797,0.8733046400935223,2.9572790957852817,0.2953068046022972
1.8859177489235606,1.3530847285901757,0.5328330203333849,3.2390024775137363,0.16450528334957878
1.5600262583718347,1.4981209643774207,0.061905293994414023,3.0581472227492554,0.020242744866534435
1.4088831272632092,1.8330621346001976,-0.42417900733698843,3.241945261863407,-0.13084089121639847
1.1273411664220134,1.9337506603342547,-0.8064094939122413,3.061091826756268,-0.2634385178724825
1.2140913347480762,2.20529414661155,-0.9912028118634737,3.419385481359626,-0.28987746987489366
1.45483333591676,2.388148447980683,-0.9333151120639229,3.842981783897443,-0.2428622264031086
1.4816601122368667,2.1285794345655233,-0.6469193223286567,3.61023954680239,-0.17919013792357263
1.2819546116251388,1.4840897320123219,-0.20213512038718306,2.7660443436374607,-0.07307732461055456
1.3424973572300871,1.0503585484962485,0.2921388087338386,2.3928559057263357,0.12208792348704414
2.073874265165486,1.3589872963858198,0.7148869687796662,3.432861561551306,0.20824812068932066
2.461384575767468,1.4987787094539016,0.9626058663135666,3.9601632852213697,0.24307226671835522
2.37863197755415,1.4039867018334888,0.9746452757206612,3.782618679387639,0.2576641629334006
1.867250965563457,1.1191934358744504,0.7480575296890066,2.9864444014379075,0.25048433157799066
1.5599775763962072,1.2216583654251565,0.33831921097105067,2.7816359418213636,0.1216259848690068
1.458260773957818,1.6125122238453997,-0.15425144988758177,3.0707729978032177,-0.050232123962901463
1.4793359799759997,2.0883919560823614,-0.6090559761063616,3.567727936058361,-0.17071256189429312
1.2749719847801657,2.1897143425847077,-0.9147423578045419,3.4646863273648734,-0.26401880902744373
1.0587156314135484,2.055183538970681,-0.9964679075571325,3.1138991703842294,-0.32000647838387675
1.3647883686964235,2.1990117292029367,-0.8342233605065132,3.5638000978993603,-0.2340825348195698
1.4992954362058981,1.967027276452967,-0.46773184024706893,3.466322712658865,-0.13493603424139705
1.4122528055843588,1.3989760583613133,0.013276747223045504,2.811228863945672,0.004722755729112378
1.602046730026757,1.11101200609653,0.49103472393022685,2.713058736123287,0.1809893451226458
2.0777330020304987,1.2291627272458925,0.8485702747846062,3.306895729276391,0.2566062991560634
2.4599048766469025,1.4615586491981674,0.9983462274487351,3.92146352584507,0.25458511111195226
2.380568531471255,1.4768763263797382,0.9036922050915166,3.857444857850993,0.23427222899952724
1.8556944294271318,1.2679116158667512,0.5877828135603806,3.123606045293883,0.18817443846542414
1.195019803450208,1.0670561138228152,0.1279636896273928,2.262075917273023,0.05656914016469241
1.3704863054008456,1.7336717138169035,-0.36318540841605795,3.104158019217749,-0.11699965213355376
1.4996709985406653,2.2650850504860216,-0.7654140519453563,3.764756049026687,-0.20331039833065437
1.3938526134920721,2.3740952543021763,-0.9802426408101041,3.7679478677942484,-0.2601529201580851
1.1027991902012957,2.057872834248599,-0.9550736440473031,3.1606720244498945,-0.3021742327768193
1.2366022985227687,1.9326716083866842,-0.6960693098639155,3.169273906909453,-0.21963053062292553
1.4647260292387045,1.7313689615986334,-0.26664293235992886,3.196094990837338,-0.08342772449640856
1.7023487813422662,1.4742818468591565,0.22806693448310966,3.1766306282014227,0.07179523248890883
