current,min,median,max,percentile
0.0021296195701277112,0.0006513051215175801,0.0045953165265574785,0.008097262995564186,28.57142857142857
0.003873913643889132,0.0006513051215175801,0.003873913643889132,0.0076788457158534175,57.14285714285714
0.0052393169678823385,0.0006513051215175801,0.003873913643889132,0.006441560166630038,85.71428571428571
0.006157914525810193,0.0006513051215175801,0.003873913643889132,0.006157914525810193,100
0.006610122187369214,0.0006513051215175801,0.003873913643889132,0.006610122187369214,100
0.006594087246454303,0.0006513051215175801,0.0052393169678823385,0.006610122187369214,85.71428571428571
0.0061156867748014725,0.0021296195701277112,0.0061156867748014725,0.006610122187369214,57.14285714285714
0.005188372455960887,0.003873913643889132,0.0061156867748014725,0.006610122187369214,28.57142857142857
0.00384230813409756,0.00384230813409756,0.0061156867748014725,0.006610122187369214,14.285714285714285
0.0021506564567100594,0.0021506564567100594,0.0061156867748014725,0.006610122187369214,14.285714285714285
0.000616244209152829,0.000616244209152829,0.005188372455960887,0.006610122187369214,14.285714285714285
0.0021663150644262415,0.000616244209152829,0.00384230813409756,0.006594087246454303,42.857142857142854
0.004166852744770412,0.000616244209152829,0.00384230813409756,0.0061156867748014725,71.42857142857143
0.00586415815110406,0.000616244209152829,0.00384230813409756,0.00586415815110406,100
0.006997270043013383,0.000616244209152829,0.00384230813409756,0.006997270043013383,100
0.007387906536955528,0.000616244209152829,0.004166852744770412,0.007387906536955528,100
0.0069750445812033525,0.000616244209152829,0.00586415815110406,0.007387906536955528,71.42857142857143
0.005831533134420218,0.0021663150644262415,0.00586415815110406,0.007387906536955528,42.857142857142854
0.004143778769158344,0.004143778769158344,0.00586415815110406,0.007387906536955528,14.285714285714285
0.002173765042541702,0.002173765042541702,0.00586415815110406,0.007387906536955528,14.285714285714285
0.0005938446829850212,0.0005938446829850212,0.005831533134420218,0.007387906536955528,14.285714285714285
0.0020091781079079377,0.0005938446829850212,0.004143778769158344,0.007387906536955528,28.57142857142857
0.0036179780298734115,0.0005938446829850212,0.0036179780298734115,0.0069750445812033525,57.14285714285714
0.004878747979731017,0.0005938446829850212,0.0036179780298734115,0.005831533134420218,85.71428571428571
0.005724647981048448,0.0005938446829850212,0.0036179780298734115,0.005724647981048448,100
0.006133061820877049,0.0005938446829850212,0.0036179780298734115,0.006133061820877049,100
0.0060996070205040845,0.0005938446829850212,0.004878747979731017,0.006133061820877049,85.71428571428571
0.005629692701650533,0.0020091781079079377,0.005629692701650533,0.006133061820877049,57.14285714285714
0.00473869120987655,0.0036179780298734115,0.005629692701650533,0.006133061820877049,28.57142857142857
0.003460418672546637,0.003460418672546637,0.005629692701650533,0.006133061820877049,14.285714285714285
0.001872731707990821,0.001872731707990821,0.005629692701650533,0.006133061820877049,14.285714285714285
0.0005726849313971373,0.0005726849313971373,0.00473869120987655,0.006133061820877049,14.285714285714285
0.0021237644047559664,0.0005726849313971373,0.003460418672546637,0.0060996070205040845,42.857142857142854
0.003948649197688378,0.0005726849313971373,0.003460418672546637,0.005629692701650533,71.42857142857143
0.005474218145085093,0.0005726849313971373,0.003460418672546637,0.005474218145085093,100
0.006472536350968334,0.0005726849313971373,0.003460418672546637,0.006472536350968334,100
