mm8_8,mm7_8,mm6_8,mm5_8,mm4_8,mm3_8,mm2_8,mm1_8,mm0_8
127.14038418498515,124.53131952312273,121.9222548612603,119.31319019939787,116.70412553753545,114.09506087567303,111.4859962138106,108.87693155194816,106.26786689008574
130.20955349568973,127.21684266998923,124.22413184428873,121.23142101858824,118.23871019288774,115.24599936718724,112.25328854148674,109.26057771578624,106.26786689008574
132.45313613345562,129.17997747803437,125.90681882261315,122.63366016719192,119.36050151177068,116.08734285634944,112.81418420092821,109.54102554550698,106.26786689008574
134.3228744433646,130.81599849920474,127.3091225550449,123.80224661088504,120.29537066672518,116.78849472256532,113.28161877840546,109.7747428342456,106.26786689008574
135.053120145851,131.45496348888037,127.8568068319097,124.25865017493904,120.66049351796838,117.06233686099772,113.46418020402706,109.8660235470564,106.26786689008574
135.065460892756,131.46576164242222,127.86606239208842,124.26636314175465,120.66666389142087,117.06696464108708,113.46726539075331,109.86756614041953,106.26786689008574
135.065460892756,131.46576164242222,127.86606239208842,124.26636314175465,120.66666389142087,117.06696464108708,113.46726539075331,109.86756614041953,106.26786689008574
135.065460892756,131.46576164242222,127.86606239208842,124.26636314175465,120.66666389142087,117.06696464108708,113.46726539075331,109.86756614041953,106.26786689008574
135.065460892756,131.59736424843996,128.1292676041239,124.66117095980786,121.19307431549183,117.72497767117578,114.25688102685973,110.7887843825437,107.32068773822765
135.065460892756,131.89111393624876,128.7167669797415,125.54242002323426,122.36807306672702,119.19372611021977,116.01937915371252,112.84503219720528,109.67068524069803
135.065460892756,132.31862026416502,129.57177963557407,126.82493900698312,124.07809837839216,121.33125774980121,118.58441712121025,115.83757649261929,113.09073586402833
135.065460892756,132.7649305701267,130.46440024749742,128.16386992486812,125.86333960223885,123.56280927960955,121.26227895698027,118.96174863435098,116.6612183117217
135.065460892756,133.06017319115188,131.05488548954773,129.0495977879436,127.04431008633946,125.03902238473535,123.03373468313121,121.02844698152708,119.02315927992295
135.065460892756,132.88547215050286,130.70548340824976,128.52549466599663,126.34550592374353,124.1655171814904,121.98552843923729,119.80553969698417,117.62555095473105
135.065460892756,132.83919868708026,130.61293648140452,128.38667427572878,126.16041207005304,123.9341498643773,121.70788765870157,119.48162545302583,117.25536324735009
135.065460892756,132.83919868708026,130.61293648140452,128.38667427572878,126.16041207005304,123.9341498643773,121.70788765870157,119.48162545302583,117.25536324735009
135.065460892756,132.83919868708026,130.61293648140452,128.38667427572878,126.16041207005304,123.9341498643773,121.70788765870157,119.48162545302583,117.25536324735009
135.065460892756,132.83919868708026,130.61293648140452,128.38667427572878,126.16041207005304,123.9341498643773,121.70788765870157,119.48162545302583,117.25536324735009
135.065460892756,132.83919868708026,130.61293648140452,128.38667427572878,126.16041207005304,123.9341498643773,121.70788765870157,119.48162545302583,117.25536324735009
134.08480947785137,131.98112869903872,129.87744792022605,127.77376714141339,125.67008636260073,123.56640558378807,121.46272480497541,119.35904402616275,117.25536324735009
133.06294250948164,131.0869951017152,129.11104769394876,127.13510028618231,125.15915287841587,123.18320547064943,121.20725806288297,119.23131065511653,117.25536324735009
136.79793765689536,134.3551158557022,131.91229405450903,129.46947225331587,127.02665045212272,124.58382865092956,122.14100684973641,119.69818504854325,117.25536324735009
140.0546941334019,137.20477777264543,134.35486141188895,131.50494505113247,128.655028690376,125.80511232961952,122.95519596886305,120.10527960810657,117.25536324735009
142.5489901806554,139.38728681399223,136.2255834473291,133.0638800806659,129.90217671400274,126.74047334733959,123.57876998067641,120.41706661401325,117.25536324735009
144.5932922665057,141.17605113911125,137.7588100117168,134.34156888432236,130.92432775692788,127.50708662953345,124.08984550213899,120.67260437474454,117.25536324735009
146.0756620034572,142.47312465894382,138.87058731443042,135.26804996991703,131.66551262540366,128.06297528089027,124.46043793637688,120.85790059186348,117.25536324735009
146.57143212166807,142.9069235123783,139.24241490308856,135.57790629379883,131.91339768450908,128.24888907521932,124.58438046592958,120.91987185663984,117.25536324735009
146.57143212166807,142.9069235123783,139.24241490308856,135.57790629379883,131.91339768450908,128.24888907521932,124.58438046592958,120.91987185663984,117.25536324735009
146.57143212166807,142.99427970138697,139.41712728110585,135.83997486082475,132.26282244054363,128.68567002026253,125.10851759998144,121.53136517970033,117.95421275941922
146.57143212166807,143.14406774854243,139.71670337541678,136.28933900229117,132.86197462916553,129.4346102560399,126.00724588291426,122.57988150978863,119.152517136663
146.57143212166807,143.3597050200143,140.1479779183605,136.93625081670672,133.72452371505295,130.5127966133992,127.3010695117454,124.08934241009162,120.87761530843784
146.57143212166807,143.64856837491584,140.72570462816364,137.8028408814114,134.87997713465919,131.957113387907,129.03424964115476,126.11138589440253,123.18852214765032
146.57143212166807,144.04257173646567,141.5137113512633,138.98485096606095,136.45599058085855,133.9271301956562,131.3982698104538,128.86940942525143,126.34054904004905
146.57143212166807,144.33840055712318,142.1053689925783,139.8723374280334,137.63930586348852,135.40627429894363,133.17324273439874,130.94021116985385,128.70717960530897
146.57143212166807,144.20193494563662,141.83243776960518,139.46294059357373,137.0934434175423,134.72394624151084,132.3544490654794,129.98495188944796,127.6154547134165
146.57143212166807,144.17493753860893,141.77844295554976,139.38194837249063,136.98545378943146,134.58895920637232,132.19246462331319,129.79597004025402,127.39947545719488
146.57143212166807,144.17493753860893,141.77844295554976,139.38194837249063,136.98545378943146,134.58895920637232,132.19246462331319,129.79597004025402,127.39947545719488
