pp,r1,r2,r3,r4,s1,s2,s3,s4
108.24129915337737,108.88756232781016,109.2206505376602,109.55373874751025,110.55300337706038,108.22138590811007,107.88829769826002,107.55520948840997,106.55594485885985
109.47714653729103,110.17185510429249,110.53699546523174,110.90213582617098,111.99755690898873,109.44157438241399,109.07643402147474,108.7112936605355,107.61587257771775
111.61489250420503,112.21228559059719,112.54440702038471,112.87652845017223,113.8728927395348,111.54804273102215,111.21592130123463,110.88379987144711,109.88743558208454
114.49824346605784,114.87984470625676,115.12541859251787,115.37099247877899,116.10771413756234,114.38869693373454,114.14312304747342,113.89754916121231,113.16082750242896
117.8942032754348,118.09616043868955,118.32463879103715,118.55311714338472,119.23855220042748,117.63920373399439,117.4107253816468,117.18224702929922,116.49681197225647
121.51880689228612,121.65250649348452,121.96878251475769,122.28505853603085,123.23388659985032,121.01995445093822,120.70367842966505,120.38740240839189,119.43857434457242
125.06867496722403,125.12761411184715,125.48048383231736,125.83335355278759,126.89196271419824,124.4218746709067,124.0690049504365,123.71613522996627,122.65752606855561
128.2540554225371,128.24868876856593,128.57664239005965,128.90459601155334,129.88845687603444,127.59278152557853,127.26482790408484,126.93687428259113,125.95301341811003
130.82894581221407,130.80892818262987,131.08001209974353,131.35109601685716,132.16434776819813,130.26676034840256,129.9956764312889,129.72459251417527,128.9113407628343
132.61456770121885,132.73386525487982,133.03077381531858,133.32768237575732,134.21840805707362,132.14004813400228,131.84313957356352,131.54623101312478,130.65550533180848
133.51372898547731,133.7734240495645,134.05375421164987,134.3340843737352,135.17507485999127,133.21276372539384,132.93243356330848,132.65210340122314,131.81111291496708
133.51518476304713,133.9537560811636,134.2509343968344,134.54811271250523,135.43964765951765,133.35939944982198,133.06222113415117,132.76504281848034,131.87350787146792
132.68866514679192,133.23806839554868,133.518668479668,133.79926856378734,134.6410688161453,132.67686822731002,132.3962681431907,132.11566805907137,131.2738678067134
131.17247746428333,131.8163220706958,132.12976573982044,132.44320940894505,133.38354041631897,131.18943473244653,130.8759910633219,130.56254739419728,129.62221638682337
129.1563006939515,129.81967906149674,130.17195239168734,130.52422572187794,131.58104571244974,129.11513240111555,128.76285907092495,128.41058574073435,127.35376575016255
126.86189674888487,127.40847514811799,127.73941377324154,128.0703523983651,129.06316827373576,126.74659789787088,126.41565927274733,126.08472064762378,125.09190477225312
124.52403581279573,124.84496825109156,125.09852231592498,125.35207638075842,126.11273857525872,124.33786012142468,124.08430605659126,123.83075199175782,123.07008979725752
122.37315973892662,122.49512526070693,122.7144703853985,122.93381551009008,123.59185088416483,122.05643501132376,121.83708988663219,121.6177447619406,120.95970938786586
120.62044223256866,120.6968255527843,121.01150452925984,121.32618350573539,122.27022043516199,120.06746759983324,119.7527886233577,119.43810964688215,118.49407271745555
119.44519828628948,119.48734463199692,119.85035959980887,120.21337456762083,121.30241947105671,118.76131469637299,118.39829972856104,118.03528476074908,116.9462398573132
118.98423170775713,119.00608999479411,119.35283004040464,119.69957008601519,120.73979022284678,118.31260990357305,117.96586985796252,117.61912981235197,116.57890967552038
119.32275870519,119.34716359875881,119.62092100222395,119.89467840568909,120.71595061608453,118.79964879182853,118.52589138836339,118.25213398489825,117.43086177450282
120.48694857241185,120.6291587967551,120.88414209142206,121.13912538608902,121.9040752700899,120.1191922074212,119.86420891275424,119.60922561808728,118.8442757340864
122.4387103823207,122.77161505708187,123.0531025818805,123.33459010667913,124.179052681075,122.2086400074846,121.92715248268598,121.64566495788735,120.80120238349147
125.07389544503057,125.6039558312047,125.93099755867671,126.25803928614873,127.23916446856478,124.94987237626066,124.62283064878865,124.29578892131663,123.31466373890058
128.2253492633656,128.84785962930889,129.16545587598398,129.4830521226591,130.43584086268444,128.21266713595864,127.89507088928353,127.57747464260842,126.62468590258308
131.67207090888238,132.2896676353533,132.57510839263853,132.86054914992377,133.71687142177942,131.71878612078288,131.43334536349766,131.14790460621242,130.29158233435678
135.15507483469676,135.7598309638397,136.08651263948047,136.41319431512125,137.3932393420436,135.10646761255816,134.7797859369174,134.45310426127662,133.47305923435428
138.3994880837803,138.8731449458564,139.1908911945168,139.5086374431772,140.46187618915837,138.2376524485356,137.91990619987521,137.60215995121482,136.64892120523365
141.1411629574787,141.39443335426606,141.6521293334611,141.9098253126561,142.68291325024117,140.87904139587604,140.621345416681,140.363649437486,139.59056149990093
143.154923777789,143.23994258729024,143.48863963810155,143.73733668891285,144.48342784134675,142.74254848566764,142.49385143485634,142.24515438404504,141.49906323161113
144.28078575968826,144.3010611099437,144.60419321846072,144.9073253269777,145.81672165252874,143.69479689290972,143.3916647843927,143.0885326758757,142.17913635032468
144.44430932083742,144.4709947348903,144.83046222475943,145.18992971462856,146.26833218423596,143.75205975515203,143.3925922652829,143.03312477541377,141.95472230580637
143.66778712039107,143.72015549733024,144.0737546092999,144.42735372126958,145.4881510571786,143.01295727339087,142.6593581614212,142.30575904945152,141.2449617135425
142.07015356602253,142.16055651565432,142.44688706980628,142.7332176239582,143.59220928641403,141.58789540735046,141.3015648531985,141.01523429904657,140.15624263659075
139.85515947975856,140.01986187563278,140.22721883471613,140.4345757937995,141.05664667104958,139.60514795746604,139.3977909983827,139.19043403929933,138.56836316204925
137.28916235919314,137.69477198042676,137.97931979885507,138.26386761728335,139.11751107256825,137.1256763435702,136.8411285251419,136.55658070671362,135.70293725142872
134.6714977766173,135.27173843175984,135.6168410695873,135.96194370741475,136.9972516208971,134.58153315610497,134.2364305182775,133.89132788045006,132.85601996696772
132.3015073284582,132.97365009660936,133.31904531782385,133.6644405390383,134.70062620268175,132.28285965418044,131.93746443296595,131.5920692117515,130.55588354810806
130.44669455820846,131.05478070846547,131.34450897737338,131.6342372462813,132.503422053005,130.47532417064966,130.18559590174175,129.89586763283384,129.02668282611012
129.31610321851522,129.83864309660322,130.12915987140326,130.41967664620327,131.2912269706034,129.25760954700314,128.9670927722031,128.6765759974031,127.80502567300299
129.04196344134022,129.4238197929536,129.7167951671137,130.00977054127378,130.88869666375405,128.83786904463344,128.54489367047333,128.25191829631325,127.37299217383298
129.6711671025228,129.8863359319469,130.17752707286533,130.4687182137838,131.3422916365392,129.30395365010995,129.0127625091915,128.72157136827303,127.84799794551763
